2017-07-17T17:01:28.271099244Z	PUT	1	334.593577
2017-07-17T17:01:28.328862827Z	PUT	1	299.162919
2017-07-17T17:01:28.420341072Z	PUT	1	312.970896
2017-07-17T17:01:28.47365734Z	PUT	1	336.867486
2017-07-17T17:01:28.495763351Z	PUT	1	361.238071
2017-07-17T17:01:28.511535662Z	PUT	1	352.880621
2017-07-17T17:01:28.585746913Z	PUT	1	323.854444
2017-07-17T17:01:28.645786829Z	PUT	1	345.628503
2017-07-17T17:01:28.652284604Z	PUT	1	340.641387
2017-07-17T17:01:28.738099775Z	PUT	1	348.678422
2017-07-17T17:01:28.801523482Z	PUT	1	366.65964
2017-07-17T17:01:28.852582762Z	PUT	1	367.741411
2017-07-17T17:01:28.878001059Z	PUT	1	361.917384
2017-07-17T17:01:28.898465047Z	PUT	1	357.773847
2017-07-17T17:01:28.933776814Z	PUT	1	329.713336
2017-07-17T17:01:28.971616369Z	PUT	1	334.262743
2017-07-17T17:01:29.10419319Z	PUT	1	365.539437
2017-07-17T17:01:29.192248901Z	PUT	1	354.883876
2017-07-17T17:01:29.282423231Z	PUT	1	348.074724
2017-07-17T17:01:29.350361362Z	PUT	1	340.858204
2017-07-17T17:01:29.377043778Z	PUT	1	296.204799
2017-07-17T17:01:29.4882652Z	PUT	1	351.764205
2017-07-17T17:01:29.497428279Z	PUT	1	334.751283
2017-07-17T17:01:29.511126637Z	PUT	1	306.300739
2017-07-17T17:01:29.547979165Z	PUT	1	336.611702
2017-07-17T17:01:29.560564701Z	PUT	1	300.788983
2017-07-17T17:01:29.597586513Z	PUT	1	335.44571
2017-07-17T17:01:29.642419063Z	PUT	1	371.775869
2017-07-17T17:01:29.704497717Z	PUT	1	361.863495
2017-07-17T17:01:29.814920424Z	PUT	1	413.928734
2017-07-17T17:01:29.861066687Z	PUT	1	363.565894
2017-07-17T17:01:29.895588611Z	PUT	1	347.424563
2017-07-17T17:01:29.91864353Z	PUT	1	357.883771
2017-07-17T17:01:29.966365496Z	PUT	1	310.742017
2017-07-17T17:01:30.001366193Z	PUT	1	321.288839
2017-07-17T17:01:30.037334449Z	PUT	1	343.650616
2017-07-17T17:01:30.104877227Z	PUT	1	356.796332
2017-07-17T17:01:30.124659969Z	PUT	1	367.197258
2017-07-17T17:01:30.137409601Z	PUT	1	342.546876
2017-07-17T17:01:30.217360292Z	PUT	1	828.190687
2017-07-17T17:01:30.255402382Z	PUT	1	373.949965
2017-07-17T17:01:30.341670992Z	PUT	1	356.536046
2017-07-17T17:01:30.413561004Z	PUT	1	332.55412
2017-07-17T17:01:30.453722011Z	PUT	1	356.641118
2017-07-17T17:01:30.477184308Z	PUT	1	332.792797
2017-07-17T17:01:30.497833559Z	PUT	1	319.563016
2017-07-17T17:01:30.515895062Z	PUT	1	347.44082
2017-07-17T17:01:30.573298104Z	PUT	1	355.732634
2017-07-17T17:01:30.591324525Z	PUT	1	755.099499
2017-07-17T17:01:30.606371295Z	PUT	1	329.289306
2017-07-17T17:01:30.626518015Z	PUT	1	737.065008
2017-07-17T17:01:30.72773558Z	PUT	1	364.225614
2017-07-17T17:01:30.723709191Z	PUT	1	371.540206
2017-07-17T17:01:30.746743795Z	PUT	1	346.743809
2017-07-17T17:01:30.759624171Z	PUT	1	363.028251
2017-07-17T17:01:30.814137357Z	PUT	1	346.056034
2017-07-17T17:01:30.852944076Z	PUT	1	365.101171
2017-07-17T17:01:30.897006817Z	PUT	1	323.477535
2017-07-17T17:01:30.976956605Z	PUT	1	370.347439
2017-07-17T17:01:31.02867342Z	PUT	1	357.181844
2017-07-17T17:01:31.041100278Z	PUT	1	347.693128
2017-07-17T17:01:31.110236951Z	PUT	1	326.698517
2017-07-17T17:01:31.138848793Z	PUT	1	285.278938
2017-07-17T17:01:31.171678946Z	PUT	1	357.42383
2017-07-17T17:01:31.19235861Z	PUT	1	333.41021
2017-07-17T17:01:31.212678556Z	PUT	1	343.023969
2017-07-17T17:01:31.251823197Z	PUT	1	350.767862
2017-07-17T17:01:31.286538017Z	PUT	1	355.021584
2017-07-17T17:01:31.310642139Z	PUT	1	335.748
2017-07-17T17:01:31.388175207Z	PUT	1	350.203424
2017-07-17T17:01:31.416521667Z	PUT	1	337.087266
2017-07-17T17:01:31.429062081Z	PUT	1	387.718791
2017-07-17T17:01:31.525205546Z	PUT	1	312.308245
2017-07-17T17:01:31.610276003Z	PUT	1	357.719482
2017-07-17T17:01:31.658591977Z	PUT	1	767.243973
2017-07-17T17:01:31.662604169Z	PUT	1	405.39612
2017-07-17T17:01:31.707989899Z	PUT	1	427.775739
2017-07-17T17:01:31.768888348Z	PUT	1	352.113679
2017-07-17T17:01:31.748136558Z	PUT	1	398.523877
2017-07-17T17:01:31.732867967Z	PUT	1	385.550334
2017-07-17T17:01:31.774563284Z	PUT	1	371.133576
2017-07-17T17:01:31.894524167Z	PUT	1	406.838877
2017-07-17T17:01:31.928670539Z	PUT	1	428.032389
2017-07-17T17:01:31.948300388Z	PUT	1	786.445883
2017-07-17T17:01:31.958249378Z	PUT	1	411.152348
2017-07-17T17:01:32.011158403Z	PUT	1	400.67246
2017-07-17T17:01:32.017447025Z	PUT	1	412.160577
2017-07-17T17:01:32.084361756Z	PUT	1	410.221578
2017-07-17T17:01:32.079031184Z	PUT	1	345.86522
2017-07-17T17:01:32.098768393Z	PUT	1	350.141845
2017-07-17T17:01:32.136466708Z	PUT	1	362.020419
2017-07-17T17:01:32.186286678Z	PUT	1	369.197579
2017-07-17T17:01:32.199693776Z	PUT	1	362.43239
2017-07-17T17:01:32.285149004Z	PUT	1	356.209547
2017-07-17T17:01:32.349176878Z	PUT	1	337.836358
2017-07-17T17:01:32.371134854Z	PUT	1	353.584316
